-94		-96	-72		-66													-82																																																																																																		north
-90	-90		-72		-66																			-90																																																									-88																																			north
-90			-74		-66																																																																																																															north
-94	-90		-70		-68																																																-74																										-80																																					north
-94	-90		-72		-68					-96																																																																																																										north
-92	-86		-74		-66																								-88																																																																																							north
-90	-88				-68					-96									-88																																																																																																	north
	-86		-70		-66				-96	-96														-92																																																							-72																																					north
-94			-72		-68																																																																																																															north
-90	-90		-70		-68																																																																											-76																																				north
-94	-88				-66					-96																																																																																																										north
-92	-88		-72		-68					-96																																																																							-78																																			north
	-90		-72		-68					-96		-96																																																																																																								north
-92			-74		-66																																																																												-92																																			north
-90	-90		-70		-66				-90																																																																																																											north
-88	-90	-94			-66					-96								-84																																																															-86																																			north
-94	-88		-72		-64																																																																									-78																																						north
-96	-88		-72		-64																																																-74																										-80																																					north
-94	-88		-76		-66					-96									-86																																																																																																	north
	-92		-72		-68					-96																																																																						-68																																				north
-88	-88	-92	-72		-64																																																																																																															north
-90	-88		-70		-68																																																																												-88																																			north
	-88		-72		-68					-96																																																																																																										north
-88	-86		-70		-66																																																																																																															north
-88	-88		-76		-68					-96							-90							-86					-90																																																	-74																																						north
	-88		-70		-64													-84																																																													-80		-78																																			north
			-72		-66																																																																									-68																																						north
-94	-92	-94	-74		-68				-92	-96																																																																					-80	-66																																				north
-90	-88		-70		-66					-96																																																																																																										north
-94	-88		-72		-68																																																																										-74																																					north
-90	-88	-94	-72		-68					-96		-92																																																																																																								north
-94	-86	-96	-76		-68														-82																																																														-84																																			north
-94	-94		-74		-68																																																																																																															north
-90	-88		-70		-68																																																																																																															north
-90	-92				-66																			-88																													-74																																																															north
-92	-88	-96	-74		-66																																																																																																															north
-92	-88		-70		-64				-94																																												-74																																																															north
-94	-88				-64													-80	-88																																																																																																	north
-88	-88		-70		-68				-94																				-88																																																	-74																																						north
-92	-84				-68																																																																										-78		-92																																			north
-88	-88		-74		-66																																																																																																															north
-92			-70		-68																																																																																																															north
-90	-90				-68				-96																																																																																																											north
-90	-92		-74		-66				-94																																																																																																											north
-92	-92				-68													-80																																																																																																		north
-90	-90		-74		-68														-84																																																													-68																																				north
-92			-74		-68																																																																																																															north
-96	-90		-72		-64																																																																											-78	-86																																			north
-94	-96	-96	-74		-68												-90																																																																																																			north
	-88		-74		-68							-96												-88					-92																																																																																							north
-90		-92			-68					-96																																																																				-68																																						north
-94	-86		-70		-66																																																																																																															north
-94	-86	-94	-70		-68													-78																																			-76																																																															north
-90	-88		-70		-68				-96										-86										-92																																																																																							north
-90	-86		-70		-68					-96																																																																				-74																																						north
	-86		-70		-68					-96																																																																					-80	-76																																				north
-92			-72		-68					-96																																																																				-68																																						north
	-88		-70		-68					-96																																																																					-80	-68																																				north
-94	-88		-72		-64																																																																																																															north
-92	-90	-92			-66				-94			-96												-88					-94																																																				-88																																			north
-92	-88		-70		-64																																																																																																															north
-90	-90				-68														-86																																																														-84																																			north
-90		-96	-70		-68																		-90																																																																																													north
-90	-90		-70		-66																																																																										-76																																					north
-88	-90		-72		-66																																																-72																									-68																																						north
		-96	-70		-64																																																																										-76																																					north
-92	-90		-76		-66										-90																																																																																																					north
-90	-90		-70		-66																								-92																																																																																							north
-92	-88		-74		-68																																																																																																															north
-92	-92	-90	-74		-66																			-88																																																								-86	-92																																			north
-88	-86		-70		-68													-82																																																																																																		north
-86	-92				-66																																																																									-74																																						north
-92	-88		-74		-64					-96																																																																																																										north
-90	-88				-66				-96																																																																					-66																																						north
-92			-72		-66																																																																																																															north
-94			-72		-66																																																																									-68	-74																																					north
	-90		-70		-66																																																-70																																																															north
-94	-90		-70		-68																																																																									-74																																						north
-94	-90		-72		-68																																																-74																																																															north
			-70		-66																																																																											-66																																				north
-92	-90		-72																-86																																																																																																	north
	-90	-94	-70		-68				-96									-82																																																														-74																																				north
